ticket_id,created_at,resolved_at,category,sub_issue,product,channel,status,sentiment,agent_id,resolution_time_mins,first_response_mins,csat_score,priority,resolution_type,escalated,repeat_contact,region,customer_tier,chatbot_handled
TKT-04848,2023-11-09 08:34:00,2023-11-09 09:26:00,Shipping,Package damaged,Wireless Earbuds,Social Media,Resolved,Positive,Agent_043,52,28,5,Medium,Order Replaced,No,No,Asia Pacific,Standard,Yes
TKT-04849,2023-09-08 03:53:00,2023-09-08 06:22:00,Technical,App keeps crashing,Smart TV,Phone,Closed,Positive,Agent_012,149,29,5,Low,Refund Issued,No,Yes,Europe,Standard,No
TKT-04850,2024-07-21 19:51:00,,Technical,Device not connecting,Wireless Earbuds,Social Media,Pending,Positive,Agent_029,,28,4,Critical,Order Replaced,No,No,North America,Premium,No
TKT-04851,2024-03-09 21:16:00,2024-03-10 04:11:00,Complaint,Poor service experience,Wireless Earbuds,Phone,Pending,Neutral,Agent_049,415,37,5,High,Account Updated,Yes,No,Latin America,Standard,No
TKT-04852,2023-09-13 03:38:00,2023-09-13 05:52:00,Returns,Refund not processed,Smart TV,Chat,Closed,Positive,Agent_034,134,9,5,High,Follow-up Scheduled,No,No,Latin America,Standard,Yes
TKT-04853,2024-06-26 10:04:00,2024-06-26 13:24:00,Technical,Login not working,Tablet S,Chat,Pending,Neutral,Agent_008,200,59,3,Medium,Follow-up Scheduled,No,Yes,Middle East,Premium,No
TKT-04854,2024-12-02 03:39:00,2024-12-02 04:22:00,Returns,Refund not processed,Camera 4K,App,Pending,Neutral,Agent_009,43,17,5,Medium,Follow-up Scheduled,No,No,North America,Standard,No
TKT-04855,2024-09-02 14:54:00,,Billing,Charged twice for order,Phone Max,Chat,In Progress,Neutral,Agent_037,,21,4,Critical,Follow-up Scheduled,Yes,No,Europe,Standard,Yes
TKT-04856,2024-06-12 06:43:00,2024-06-12 13:37:00,Product,Setup assistance needed,Tablet S,App,Pending,Negative,Agent_047,414,21,3,High,Follow-up Scheduled,No,Yes,Asia Pacific,Standard,Yes
TKT-04857,2024-07-26 07:09:00,,Account,Profile update error,Camera 4K,App,Closed,Negative,Agent_040,,17,4,High,No Action Needed,No,No,Latin America,Premium,No
TKT-04858,2023-09-09 08:02:00,2023-09-09 11:03:00,Complaint,Misleading information given,Laptop Pro,App,Escalated,Negative,Agent_030,181,45,3,Low,Order Replaced,No,No,Europe,Standard,No
TKT-04859,2024-08-20 09:31:00,2024-08-20 10:15:00,Product,Missing parts,Tablet S,Email,Resolved,Neutral,Agent_036,44,22,4,Medium,No Action Needed,No,No,Asia Pacific,Standard,No
TKT-04860,2024-04-10 22:12:00,,Billing,Wrong amount billed,Phone Max,Phone,Pending,Neutral,Agent_003,,48,5,Low,Escalated to Tier 2,No,No,North America,Enterprise,No
TKT-04861,2023-12-13 18:02:00,2023-12-13 20:29:00,Product,Setup assistance needed,Smart TV,Email,Closed,Neutral,Agent_023,147,25,2,Medium,Escalated to Tier 2,Yes,No,Middle East,Standard,No
TKT-04862,2024-02-24 02:27:00,2024-02-24 05:03:00,Returns,Refund not processed,Wireless Earbuds,Email,Resolved,Positive,Agent_039,156,43,4,Medium,Escalated to Tier 2,No,No,Latin America,Premium,No
TKT-04863,2023-02-04 17:15:00,,Technical,Device not connecting,Phone Max,Social Media,Closed,Negative,Agent_019,,54,1,Low,Follow-up Scheduled,No,No,Europe,Standard,Yes
TKT-04864,2023-10-08 07:14:00,2023-10-08 14:12:00,Account,Subscription management,Smart TV,Phone,Pending,Negative,Agent_038,418,30,5,Low,No Action Needed,No,Yes,Latin America,Premium,Yes
TKT-04865,2023-07-26 13:02:00,,Shipping,Tracking not updating,Smart TV,Phone,In Progress,Neutral,Agent_037,,33,4,Medium,Escalated to Tier 2,No,No,Asia Pacific,Premium,Yes
TKT-04866,2024-11-01 14:05:00,2024-11-01 18:27:00,General Inquiry,Store hours,Tablet S,Phone,Closed,Positive,Agent_008,262,30,5,Critical,Technical Fix Applied,Yes,Yes,Latin America,Enterprise,Yes
TKT-04867,2024-12-21 22:43:00,2024-12-22 03:45:00,Technical,Software update failed,Phone Max,Chat,Resolved,Negative,Agent_002,302,23,5,Low,Account Updated,No,No,Middle East,Enterprise,No
TKT-04868,2023-10-30 16:57:00,2023-10-31 00:09:00,Returns,Refund not processed,Wireless Earbuds,Chat,Closed,Positive,Agent_049,432,52,3,Medium,Information Provided,No,No,Latin America,Standard,No
TKT-04869,2024-03-17 16:03:00,2024-03-17 17:24:00,General Inquiry,Pricing inquiry,Phone Max,Chat,Resolved,Positive,Agent_036,81,29,3,Low,Technical Fix Applied,Yes,No,Latin America,Enterprise,Yes
TKT-04870,2023-10-10 09:33:00,2023-10-10 14:57:00,Account,Two-factor auth problem,Phone Max,App,Closed,Positive,Agent_019,324,30,5,Medium,No Action Needed,No,No,Middle East,Standard,No
TKT-04871,2024-11-12 16:43:00,2024-11-12 18:22:00,Complaint,Poor service experience,Smart TV,Chat,Closed,Negative,Agent_027,99,23,4,Medium,Follow-up Scheduled,No,No,North America,Standard,Yes
TKT-04872,2023-01-29 07:29:00,2023-01-29 10:08:00,Returns,Return label not received,Camera 4K,Chat,Pending,Positive,Agent_018,159,48,5,High,Order Replaced,Yes,No,Europe,Premium,No
TKT-04873,2024-11-08 14:17:00,2024-11-08 15:43:00,General Inquiry,Feature request,Smart TV,Email,Resolved,Neutral,Agent_024,86,11,5,Medium,No Action Needed,No,No,Asia Pacific,Standard,No
TKT-04874,2024-02-02 10:59:00,2024-02-02 13:13:00,Technical,Login not working,Camera 4K,App,Escalated,Neutral,Agent_017,134,28,5,Medium,Account Updated,Yes,Yes,Asia Pacific,Standard,Yes
TKT-04875,2024-01-23 02:24:00,2024-01-23 05:24:00,General Inquiry,Compatibility question,Camera 4K,Phone,Resolved,Negative,Agent_022,180,12,3,Low,Follow-up Scheduled,No,Yes,Europe,Enterprise,No
TKT-04876,2023-11-18 00:20:00,2023-11-18 07:03:00,Returns,Exchange requested,SmartWatch X,Social Media,Pending,Neutral,Agent_027,403,22,4,Medium,Order Replaced,No,No,Europe,Standard,No
TKT-04877,2024-01-01 13:10:00,2024-01-01 17:20:00,Returns,Return label not received,SmartWatch X,App,Escalated,Negative,Agent_001,250,7,3,Critical,No Action Needed,Yes,No,North America,Premium,No
TKT-04878,2023-07-29 20:45:00,,Shipping,Package damaged,Wireless Earbuds,Social Media,Resolved,Neutral,Agent_009,,14,5,Medium,Follow-up Scheduled,No,No,Asia Pacific,Standard,Yes
TKT-04879,2024-05-03 03:19:00,2024-05-03 10:10:00,Product,Product defective,Laptop Pro,Chat,Resolved,Negative,Agent_044,411,31,3,Medium,Escalated to Tier 2,No,No,North America,Standard,Yes
TKT-04880,2024-04-20 15:09:00,2024-04-20 19:18:00,Technical,Login not working,Router Plus,Social Media,Closed,Negative,Agent_008,249,14,4,Critical,Information Provided,Yes,No,Europe,Standard,Yes
TKT-04881,2023-06-07 14:32:00,2023-06-07 16:33:00,Account,Profile update error,Smart TV,Chat,Pending,Neutral,Agent_017,121,56,2,Low,Refund Issued,Yes,No,Asia Pacific,Enterprise,Yes
TKT-04882,2023-03-23 03:26:00,2023-03-23 10:56:00,General Inquiry,Pricing inquiry,Router Plus,Phone,Resolved,Positive,Agent_021,450,9,4,High,Follow-up Scheduled,No,No,Asia Pacific,Standard,No
TKT-04883,2023-04-21 05:17:00,2023-04-21 10:32:00,General Inquiry,Store hours,Tablet S,Chat,Resolved,Negative,Agent_037,315,33,3,Medium,No Action Needed,No,No,Latin America,Standard,No
TKT-04884,2024-06-21 18:12:00,2024-06-21 23:07:00,Returns,Exchange requested,SmartWatch X,Email,Resolved,Positive,Agent_027,295,43,4,Low,Information Provided,No,No,Europe,Standard,No
TKT-04885,2024-07-07 23:52:00,2024-07-08 06:52:00,General Inquiry,Store hours,Laptop Pro,Chat,Resolved,Neutral,Agent_016,420,15,2,Low,Account Updated,No,Yes,Europe,Premium,No
TKT-04886,2023-08-20 00:16:00,,Complaint,Misleading information given,Camera 4K,Social Media,Resolved,Negative,Agent_034,,39,4,Low,Follow-up Scheduled,No,No,Europe,Premium,No
TKT-04887,2023-10-27 18:17:00,2023-10-27 21:36:00,Returns,Return window expired,Camera 4K,App,Resolved,Neutral,Agent_003,199,9,5,Low,Refund Issued,No,No,Europe,Premium,Yes
TKT-04888,2023-09-11 10:47:00,2023-09-11 13:49:00,Billing,Refund not received,Wireless Earbuds,Email,Pending,Neutral,Agent_008,182,25,5,Low,Technical Fix Applied,No,No,Europe,Premium,No
TKT-04889,2023-01-15 02:54:00,2023-01-15 10:31:00,Technical,Performance issues,Laptop Pro,App,Escalated,Positive,Agent_042,457,33,5,High,No Action Needed,No,Yes,Europe,Standard,No
TKT-04890,2023-07-02 12:26:00,2023-07-02 16:13:00,Shipping,Delivery delayed,Phone Max,Social Media,Escalated,Negative,Agent_021,227,60,4,Medium,Follow-up Scheduled,No,No,Europe,Standard,No
TKT-04891,2024-09-21 03:35:00,2024-09-21 10:12:00,Returns,Return label not received,Tablet S,Social Media,Pending,Neutral,Agent_037,397,9,5,Low,No Action Needed,No,No,North America,Premium,No
TKT-04892,2023-09-25 14:46:00,2023-09-25 16:06:00,Product,Warranty claim,Wireless Earbuds,Email,Resolved,Positive,Agent_022,80,40,5,High,Account Updated,No,No,Middle East,Standard,No
TKT-04893,2024-05-29 18:41:00,2024-05-30 01:01:00,Technical,Performance issues,Laptop Pro,Email,Pending,Negative,Agent_035,380,10,5,Low,Order Replaced,Yes,No,Europe,Standard,No
TKT-04894,2023-03-09 16:04:00,,Returns,Return label not received,Smart TV,Social Media,Resolved,Neutral,Agent_013,,43,5,Medium,Follow-up Scheduled,Yes,No,Middle East,Premium,Yes
TKT-04895,2023-09-08 23:49:00,2023-09-09 05:49:00,Account,Account locked,Smart TV,Phone,Resolved,Neutral,Agent_008,360,13,5,Low,Escalated to Tier 2,No,No,Latin America,Premium,Yes
TKT-04896,2024-11-30 10:04:00,2024-11-30 17:13:00,Technical,Software update failed,Smart TV,Email,Closed,Negative,Agent_002,429,52,3,Medium,Technical Fix Applied,No,No,Asia Pacific,Enterprise,No
TKT-04897,2023-08-20 21:04:00,2023-08-21 01:32:00,Complaint,Long wait times,Tablet S,Email,Resolved,Negative,Agent_010,268,8,4,Medium,Information Provided,No,No,Asia Pacific,Premium,Yes
TKT-04898,2024-05-12 21:55:00,2024-05-13 02:07:00,Account,Account locked,Laptop Pro,App,Closed,Neutral,Agent_020,252,16,4,Low,Order Replaced,No,No,Middle East,Premium,Yes
TKT-04899,2023-07-30 12:41:00,2023-07-30 17:06:00,Technical,Software update failed,SmartWatch X,Chat,Pending,Negative,Agent_031,265,13,5,Low,Technical Fix Applied,No,No,North America,Standard,Yes
TKT-04900,2023-03-14 04:14:00,2023-03-14 11:10:00,Returns,Exchange requested,Wireless Earbuds,Social Media,Resolved,Neutral,Agent_042,416,53,4,Medium,Account Updated,No,No,North America,Standard,No
TKT-04901,2024-04-06 20:31:00,,Billing,Promo code not applied,Router Plus,Social Media,Pending,Positive,Agent_041,,43,4,Critical,No Action Needed,No,Yes,Latin America,Standard,No
TKT-04902,2023-05-14 01:18:00,2023-05-14 04:33:00,Technical,Software update failed,Tablet S,Email,Resolved,Negative,Agent_039,195,9,4,Medium,Order Replaced,No,No,Middle East,Premium,Yes
TKT-04903,2023-11-04 19:03:00,2023-11-05 01:51:00,Complaint,Poor service experience,Router Plus,Chat,Closed,Neutral,Agent_027,408,11,4,Low,Technical Fix Applied,No,No,Middle East,Standard,Yes
TKT-04904,2024-03-16 00:30:00,,Technical,Device not connecting,Laptop Pro,Chat,Closed,Neutral,Agent_001,,28,4,High,Follow-up Scheduled,No,No,Latin America,Standard,No
TKT-04905,2023-04-21 01:28:00,2023-04-21 03:03:00,Shipping,Package damaged,Wireless Earbuds,Social Media,Resolved,Positive,Agent_003,95,53,5,High,No Action Needed,No,No,North America,Standard,Yes
TKT-04906,2023-10-11 07:51:00,2023-10-11 10:00:00,Product,Warranty claim,Laptop Pro,Phone,Closed,Positive,Agent_033,129,39,5,Low,Follow-up Scheduled,No,Yes,Latin America,Standard,Yes
TKT-04907,2024-02-07 06:11:00,2024-02-07 11:25:00,General Inquiry,Pricing inquiry,Wireless Earbuds,Chat,Resolved,Negative,Agent_050,314,29,3,Low,Information Provided,No,No,Asia Pacific,Standard,Yes
TKT-04908,2023-01-12 16:44:00,2023-01-12 20:08:00,Account,Two-factor auth problem,Wireless Earbuds,Social Media,Pending,Negative,Agent_048,204,7,4,Critical,Follow-up Scheduled,No,No,Middle East,Standard,No
TKT-04909,2023-02-12 23:10:00,2023-02-12 23:45:00,Product,Setup assistance needed,Laptop Pro,Social Media,Resolved,Negative,Agent_041,35,4,3,Low,Follow-up Scheduled,No,No,Latin America,Standard,No
TKT-04910,2024-01-26 23:45:00,2024-01-27 04:32:00,Technical,Performance issues,Tablet S,Chat,In Progress,Positive,Agent_024,287,20,3,High,Order Replaced,Yes,No,Asia Pacific,Premium,No
TKT-04911,2023-12-23 15:27:00,2023-12-23 16:19:00,Complaint,Misleading information given,Phone Max,Phone,Resolved,Positive,Agent_001,52,11,4,Medium,Account Updated,No,No,Latin America,Premium,Yes
TKT-04912,2023-11-24 04:20:00,2023-11-24 12:08:00,Returns,Exchange requested,Wireless Earbuds,Social Media,Pending,Positive,Agent_004,468,37,2,Critical,No Action Needed,Yes,Yes,Latin America,Standard,Yes
TKT-04913,2023-02-22 05:26:00,,Complaint,Long wait times,Smart TV,Chat,Pending,Negative,Agent_009,,25,5,Low,Order Replaced,No,No,North America,Standard,No
TKT-04914,2024-03-05 12:39:00,2024-03-05 18:14:00,General Inquiry,Pricing inquiry,Camera 4K,App,Resolved,Negative,Agent_030,335,51,4,High,Information Provided,Yes,No,North America,Standard,Yes
TKT-04915,2023-08-13 12:12:00,,Returns,Return window expired,SmartWatch X,Phone,Resolved,Negative,Agent_024,,41,4,High,Technical Fix Applied,No,No,Latin America,Standard,No
TKT-04916,2024-03-23 08:46:00,2024-03-23 15:17:00,Technical,Device not connecting,Wireless Earbuds,Email,Closed,Positive,Agent_050,391,50,4,Low,No Action Needed,No,Yes,Middle East,Standard,No
TKT-04917,2023-07-28 12:15:00,2023-07-28 18:31:00,Complaint,Long wait times,SmartWatch X,Phone,Escalated,Negative,Agent_039,376,37,4,Low,Order Replaced,No,No,Europe,Standard,No
TKT-04918,2024-01-11 14:03:00,2024-01-11 19:42:00,Account,Two-factor auth problem,SmartWatch X,Phone,Closed,Neutral,Agent_001,339,10,5,Low,Account Updated,No,Yes,Europe,Standard,No
TKT-04919,2024-12-31 22:23:00,2025-01-01 06:06:00,Billing,Promo code not applied,Tablet S,Social Media,Closed,Neutral,Agent_014,463,14,3,Medium,Escalated to Tier 2,No,Yes,Middle East,Standard,Yes
TKT-04920,2023-08-25 10:52:00,2023-08-25 14:54:00,Technical,Performance issues,Tablet S,Chat,Resolved,Neutral,Agent_023,242,27,5,High,Technical Fix Applied,No,No,Latin America,Enterprise,No
TKT-04921,2023-10-06 19:24:00,2023-10-06 23:16:00,Returns,Refund not processed,Router Plus,Email,Escalated,Positive,Agent_046,232,42,4,Medium,Information Provided,No,No,North America,Premium,No
TKT-04922,2024-03-26 04:40:00,,General Inquiry,Compatibility question,Tablet S,Social Media,Escalated,Positive,Agent_028,,21,5,Medium,No Action Needed,No,No,Europe,Premium,Yes
TKT-04923,2023-01-29 15:16:00,2023-01-29 20:26:00,Account,Two-factor auth problem,Phone Max,Chat,Resolved,Positive,Agent_012,310,1,5,Medium,Escalated to Tier 2,No,No,Middle East,Standard,Yes
TKT-04924,2024-07-28 06:03:00,2024-07-28 09:20:00,Product,Missing parts,Phone Max,Phone,Resolved,Neutral,Agent_024,197,43,4,High,Refund Issued,No,Yes,Asia Pacific,Standard,No
TKT-04925,2023-11-19 15:08:00,2023-11-19 17:01:00,Complaint,Poor service experience,Camera 4K,Social Media,Resolved,Neutral,Agent_039,113,13,5,High,Follow-up Scheduled,No,No,Asia Pacific,Premium,No
TKT-04926,2023-10-27 15:24:00,2023-10-27 22:00:00,Billing,Wrong amount billed,Camera 4K,Phone,Resolved,Neutral,Agent_012,396,3,3,Medium,Account Updated,No,No,Asia Pacific,Standard,Yes
TKT-04927,2024-03-31 15:56:00,2024-03-31 19:18:00,Product,Product defective,Camera 4K,Email,Resolved,Neutral,Agent_029,202,15,3,Medium,Technical Fix Applied,No,No,Europe,Premium,Yes
TKT-04928,2023-03-05 12:36:00,,Returns,Item not eligible for return,Smart TV,Phone,Escalated,Neutral,Agent_011,,2,5,Medium,Account Updated,No,Yes,Asia Pacific,Standard,No
TKT-04929,2023-07-08 09:06:00,2023-07-08 15:10:00,Billing,Charged twice for order,Phone Max,Phone,Closed,Neutral,Agent_021,364,53,5,Medium,Account Updated,No,No,Asia Pacific,Standard,No
TKT-04930,2023-07-13 04:24:00,2023-07-13 06:44:00,Technical,Performance issues,Tablet S,Social Media,Resolved,Negative,Agent_042,140,52,3,Low,No Action Needed,No,No,North America,Standard,No
TKT-04931,2024-01-18 05:28:00,2024-01-18 10:36:00,Product,Missing parts,Camera 4K,Social Media,Resolved,Neutral,Agent_042,308,49,5,Medium,Refund Issued,Yes,No,Europe,Premium,No
TKT-04932,2024-11-01 16:58:00,,Account,Two-factor auth problem,Router Plus,App,Closed,Negative,Agent_002,,34,2,Medium,Technical Fix Applied,No,No,Middle East,Standard,Yes
TKT-04933,2023-11-05 21:51:00,2023-11-05 23:54:00,Technical,Performance issues,Router Plus,Chat,In Progress,Negative,Agent_023,123,47,5,Critical,Technical Fix Applied,Yes,No,Europe,Standard,Yes
TKT-04934,2024-04-01 19:10:00,2024-04-02 00:38:00,General Inquiry,Pricing inquiry,Laptop Pro,App,Closed,Negative,Agent_010,328,21,4,Low,No Action Needed,No,No,Europe,Premium,No
TKT-04935,2024-11-04 16:07:00,2024-11-04 23:41:00,Returns,Exchange requested,Phone Max,Chat,Pending,Negative,Agent_022,454,50,4,Medium,Technical Fix Applied,No,Yes,Europe,Premium,No
TKT-04936,2024-10-25 03:54:00,2024-10-25 10:51:00,Product,Warranty claim,Phone Max,Phone,Pending,Positive,Agent_004,417,37,3,Low,Account Updated,No,Yes,Asia Pacific,Standard,No
TKT-04937,2023-10-01 17:32:00,2023-10-01 20:47:00,Billing,Charged twice for order,Tablet S,Social Media,Closed,Positive,Agent_043,195,29,4,Medium,No Action Needed,No,No,Europe,Premium,No
TKT-04938,2024-04-06 20:15:00,2024-04-07 01:38:00,Complaint,Long wait times,Camera 4K,Chat,Pending,Negative,Agent_012,323,52,2,Medium,Refund Issued,No,Yes,North America,Standard,Yes
TKT-04939,2023-02-11 16:21:00,,General Inquiry,Store hours,SmartWatch X,Social Media,Resolved,Negative,Agent_009,,29,4,Medium,Follow-up Scheduled,No,No,Middle East,Premium,Yes
TKT-04940,2023-04-03 19:12:00,2023-04-04 01:03:00,Complaint,Repeated issues unresolved,Wireless Earbuds,App,Resolved,Neutral,Agent_027,351,3,2,High,Technical Fix Applied,No,No,Latin America,Standard,No
TKT-04941,2024-09-30 06:10:00,2024-09-30 07:04:00,Billing,Promo code not applied,Tablet S,Chat,Closed,Neutral,Agent_045,54,6,4,Medium,Technical Fix Applied,No,No,North America,Standard,No
TKT-04942,2023-07-10 07:17:00,2023-07-10 08:46:00,Shipping,Package damaged,Tablet S,Chat,Pending,Positive,Agent_030,89,52,2,Low,Escalated to Tier 2,No,No,Latin America,Premium,No
TKT-04943,2023-10-18 13:35:00,2023-10-18 16:28:00,Technical,Login not working,Camera 4K,Email,Resolved,Positive,Agent_010,173,12,3,Medium,Order Replaced,No,Yes,Asia Pacific,Enterprise,No
TKT-04944,2023-04-12 04:28:00,2023-04-12 05:17:00,Complaint,Misleading information given,Laptop Pro,Phone,Resolved,Positive,Agent_005,49,51,5,Medium,Follow-up Scheduled,No,No,Asia Pacific,Standard,No
TKT-04945,2024-08-04 12:49:00,2024-08-04 18:13:00,Billing,Refund not received,Camera 4K,Chat,Pending,Negative,Agent_001,324,19,4,Medium,Refund Issued,No,No,Latin America,Enterprise,No
TKT-04946,2023-03-23 02:32:00,2023-03-23 08:02:00,Complaint,Poor service experience,Router Plus,Phone,Pending,Negative,Agent_049,330,17,5,High,Account Updated,No,Yes,North America,Enterprise,Yes
TKT-04947,2023-07-16 12:55:00,2023-07-16 15:24:00,General Inquiry,Product availability,Router Plus,Email,Escalated,Neutral,Agent_040,149,48,5,Low,Account Updated,Yes,No,North America,Premium,No
TKT-04948,2023-03-22 00:56:00,,Complaint,Poor service experience,Tablet S,App,Resolved,Negative,Agent_034,,24,5,Low,Account Updated,Yes,No,Europe,Standard,No
TKT-04949,2023-05-09 01:15:00,2023-05-09 06:44:00,Technical,Login not working,Phone Max,Social Media,Resolved,Positive,Agent_028,329,22,3,Medium,Escalated to Tier 2,Yes,No,Asia Pacific,Standard,Yes
TKT-04950,2023-09-08 09:46:00,2023-09-08 15:42:00,Shipping,Wrong item delivered,Tablet S,Email,Resolved,Neutral,Agent_036,356,48,3,Critical,Refund Issued,No,No,Latin America,Standard,Yes
TKT-04951,2023-01-30 15:14:00,2023-01-30 19:54:00,Billing,Charged twice for order,Laptop Pro,Phone,Resolved,Positive,Agent_050,280,2,5,Medium,Technical Fix Applied,No,No,Europe,Standard,No
TKT-04952,2023-01-16 09:07:00,2023-01-16 09:55:00,Product,Missing parts,Wireless Earbuds,Phone,Pending,Neutral,Agent_029,48,9,4,High,Escalated to Tier 2,No,No,Latin America,Premium,Yes
TKT-04953,2024-03-07 00:22:00,2024-03-07 08:18:00,Product,Product not as described,Wireless Earbuds,Phone,Resolved,Neutral,Agent_045,476,24,4,High,Information Provided,No,No,Latin America,Enterprise,No
TKT-04954,2023-02-22 19:41:00,2023-02-23 02:23:00,Billing,Wrong amount billed,Smart TV,Phone,Resolved,Negative,Agent_009,402,59,3,Low,Account Updated,No,No,North America,Premium,No
TKT-04955,2023-10-02 10:43:00,2023-10-02 14:27:00,Billing,Refund not received,Router Plus,Phone,Closed,Positive,Agent_040,224,59,5,Low,Escalated to Tier 2,No,No,Middle East,Standard,Yes
TKT-04956,2024-08-30 15:25:00,2024-08-30 22:16:00,Complaint,Misleading information given,Phone Max,Email,Resolved,Neutral,Agent_007,411,22,5,Low,Order Replaced,No,No,Europe,Standard,Yes
TKT-04957,2023-04-04 21:07:00,2023-04-05 01:47:00,Product,Product defective,Router Plus,Social Media,Closed,Neutral,Agent_043,280,34,4,Low,Order Replaced,No,No,North America,Standard,Yes
TKT-04958,2023-12-22 12:09:00,2023-12-22 17:32:00,Returns,Return label not received,Camera 4K,Phone,Pending,Positive,Agent_002,323,22,3,Medium,Account Updated,No,No,North America,Premium,No
TKT-04959,2023-08-31 22:14:00,2023-08-31 22:40:00,Technical,Device not connecting,SmartWatch X,App,Closed,Neutral,Agent_013,26,6,4,Medium,Escalated to Tier 2,No,No,Europe,Standard,No
TKT-04960,2024-08-12 19:28:00,2024-08-12 22:27:00,Returns,Refund not processed,Smart TV,Social Media,Resolved,Positive,Agent_029,179,45,4,Low,Order Replaced,Yes,No,Europe,Standard,No
TKT-04961,2024-11-09 05:26:00,2024-11-09 08:20:00,Billing,Wrong amount billed,Laptop Pro,App,Closed,Negative,Agent_013,174,26,4,Critical,Refund Issued,Yes,No,Middle East,Standard,Yes
TKT-04962,2023-05-15 21:09:00,2023-05-15 21:17:00,General Inquiry,Pricing inquiry,Wireless Earbuds,App,Closed,Positive,Agent_005,8,41,2,Critical,Information Provided,No,No,Latin America,Standard,No
TKT-04963,2024-03-21 22:48:00,2024-03-22 01:16:00,Product,Warranty claim,Router Plus,Email,Resolved,Positive,Agent_030,148,41,5,High,Escalated to Tier 2,No,No,North America,Standard,No
TKT-04964,2024-08-09 13:40:00,2024-08-09 13:41:00,Account,Password reset issue,Camera 4K,Phone,In Progress,Neutral,Agent_008,1,43,4,Low,Refund Issued,No,Yes,Asia Pacific,Premium,No
TKT-04965,2024-10-21 20:57:00,2024-10-21 21:41:00,Technical,Login not working,Router Plus,Email,Closed,Negative,Agent_041,44,22,5,Low,Escalated to Tier 2,No,Yes,Latin America,Premium,Yes
TKT-04966,2023-09-14 10:35:00,2023-09-14 14:17:00,Shipping,Delivery delayed,Wireless Earbuds,Chat,Resolved,Negative,Agent_035,222,48,4,High,Escalated to Tier 2,No,No,Europe,Standard,Yes
TKT-04967,2023-07-28 14:54:00,2023-07-28 18:04:00,General Inquiry,Store hours,Camera 4K,Phone,Resolved,Positive,Agent_001,190,30,4,Medium,Account Updated,No,No,Europe,Standard,Yes
TKT-04968,2024-06-16 06:21:00,2024-06-16 12:50:00,Shipping,Order not arrived,Laptop Pro,Social Media,Resolved,Negative,Agent_041,389,26,4,Low,Order Replaced,Yes,No,Latin America,Standard,No
TKT-04969,2023-08-16 11:43:00,2023-08-16 18:36:00,Shipping,Order not arrived,Phone Max,Chat,Resolved,Negative,Agent_046,413,2,2,High,Refund Issued,No,Yes,North America,Enterprise,No
TKT-04970,2024-04-05 21:36:00,,Complaint,Repeated issues unresolved,Smart TV,App,Resolved,Negative,Agent_049,,5,3,High,Follow-up Scheduled,No,No,Asia Pacific,Enterprise,Yes
TKT-04971,2024-10-09 23:24:00,2024-10-09 23:46:00,Technical,Login not working,SmartWatch X,Phone,Resolved,Positive,Agent_028,22,32,2,Low,Account Updated,No,No,Europe,Standard,Yes
TKT-04972,2023-10-20 17:50:00,,Complaint,Poor service experience,Tablet S,App,Resolved,Negative,Agent_025,,48,3,High,Order Replaced,Yes,No,Asia Pacific,Standard,Yes
TKT-04973,2023-09-04 12:05:00,2023-09-04 15:36:00,Technical,Performance issues,SmartWatch X,Email,Closed,Positive,Agent_004,211,37,4,High,Refund Issued,Yes,Yes,Middle East,Standard,No
TKT-04974,2023-12-24 23:26:00,,Shipping,Wrong item delivered,Smart TV,Social Media,Resolved,Neutral,Agent_020,,35,5,Low,Account Updated,Yes,No,North America,Standard,Yes
TKT-04975,2024-06-22 22:29:00,,Product,Product defective,Wireless Earbuds,Chat,Escalated,Negative,Agent_031,,4,1,Low,Information Provided,No,No,Asia Pacific,Premium,Yes
TKT-04976,2023-05-23 19:25:00,2023-05-24 02:30:00,Technical,Device not connecting,Camera 4K,App,Closed,Positive,Agent_046,425,60,5,Critical,Technical Fix Applied,No,Yes,Latin America,Premium,Yes
TKT-04977,2023-10-05 11:41:00,2023-10-05 14:59:00,Technical,Device not connecting,Laptop Pro,Chat,Closed,Positive,Agent_043,198,29,4,Medium,No Action Needed,Yes,No,North America,Premium,Yes
TKT-04978,2023-03-12 15:25:00,,General Inquiry,Feature request,Camera 4K,Social Media,Closed,Negative,Agent_038,,29,3,High,Follow-up Scheduled,No,No,Europe,Standard,No
TKT-04979,2023-05-06 15:38:00,2023-05-06 20:56:00,Technical,Software update failed,Wireless Earbuds,Chat,Escalated,Neutral,Agent_015,318,5,4,Low,Escalated to Tier 2,No,No,Latin America,Standard,Yes
TKT-04980,2024-06-12 12:38:00,2024-06-12 14:03:00,Billing,Charged twice for order,Router Plus,Chat,Pending,Negative,Agent_012,85,8,5,Critical,Order Replaced,No,No,Asia Pacific,Premium,No
TKT-04981,2024-06-11 00:30:00,2024-06-11 04:48:00,Account,Two-factor auth problem,Phone Max,Email,Closed,Neutral,Agent_049,258,9,2,High,Order Replaced,No,No,Europe,Standard,No
TKT-04982,2023-06-17 09:45:00,2023-06-17 13:11:00,Shipping,Wrong item delivered,Wireless Earbuds,Chat,Resolved,Negative,Agent_041,206,30,2,Low,Refund Issued,No,No,North America,Standard,Yes
